Name,About,Website
"
forty.to
","
 We provide a natural language interface to the world's knowledge.
We create apps that answer.
Mobile search is broken. Keyboards are too small. Screens are too small, and link chasing on mobile devices is just painful.
We at forty.to solve this problem through natural language search. Our app allows the user to ask, using their ...",http://forty.to
"
42reports
","
 Retail Analytics 2.0
Tracking will be the basis of all decision making in the future of retail. Billion dollar budgets will flow into the future of physical retail. 42reports data is at the center of retail decision making.
We are offering the same data and analytics to traditional ...",http://www.42reports.com
"
Likemind
","
 Bringing like-minded people together
Likemind is a mobile application created to discover & meet like-minded people in your city.
On Likemind users can post virtual flyers to tell the community what kind of interests they have and what they are looking for. In case you feel likeminded you can start ...",http://www.getlikemind.com
"
Buddycloud Ltd.
","
 In-app messaging
Add real time person to person and group communication to create an engaging in-app community.
Buddycloud's frontend includes libraries and demos to help you develop quickly. The backend manages the difficult bits: cross-device synchronisation, offline message ...",http://buddycloud.com
"
Rainmaking
","
 Seed capital and early stage investment company
",http://www.rainmaking.co.uk
"
dotdotdot
","
 Your Social Reading Platform for Longform Reading
dotdotdot is an independent social reading platform designed to help you get the most out of reading. Read, and collaborate with others, manage all your texts in one place, and effortlessly create your digital archive of read knowledge.
It´s optimized for distraction ...",http://www.dotdotdot.me
"
Found Fair Ventures
","
 
We build ventures from idea to exit with intense hands-on support, experience, innovation and network.",
"
Patience
","
 The easiest way to create your own online learning website to sell courses online
Patience is a Berlin-based learning technology provider with the mission of enabling virtually anybody to teach online.
Our customizable platform makes it possible for educators around the world to easily build and manage their own online learning applications ...",http://www.patience.io
"
Salonmeister
","
 Booking Beauty Online
SaaS for beauty merchants to manage their appointments and customer relations.
Local Directory with a booking engine for users to book their beauty appointments.",http://www.salonmeister.de
"
Inkitt
","
 Next gen data driven publishing house
Inkitt is rethinking how fictional stories are shared with the world. We believe that:
+ Great stories with the potential to become blockbusters can come from anyone.
+ Co-writing creates better stories.
+ Artificial intelligence can make better decisions than ...",http://www.inkitt.com
"
ProVR
","
 Virtual Reality beyond games
The age of Virtual Reality is here.
But is it just games and visualization? In the early VR sci-fi, it was everywhere, used to communicate and for all kinds of work. In recent movies like Minority Report, Iron Man, or Agents of S.H.I.E.L.D., it's the only UI.
ProVR ...",https://angel.co/provr
"
Freespee
","
 Making mobile display advertising convert as well as search
Freespee Analytics, Freespee Ads",http://www.freespee.com
"
Coyno
","
 The Bitcoin Bookkeeper
Quickbooks/Datev meets Mint.com for Bitcoin. Easy-to-use bookkeeper that sits as a layer on top of users' own wallets and watches the transactions coming in and going out.
Coyno lets private users and merchants do their cryptocurrency bookkeeping (tax reports, ...",http://www.coyno.com
"
12designer
","
 European market leader in creative contests for logo and naming
To start their business, start-ups need their communication trinity: naming, logo, web design. How to find the right creative for every specific need?
12designer offers an answer for that: an European 17,000+ creative community. Client just writes a creative ...",http://www.12designer.com
"
Ecosummit
","
 Smart green business network for startups, VCs and corporates
Our product is Europe's leading Smart Green Business Network for startups, investors and corporates which we support with an online platform and offline events. Our goal is the fast transformation to the Smart Green Economy by fostering marketing, business development, ...",http://ecosummit.net
"
blogfoster
","
 blogfoster is a new web app, which provides useful tools to analyze and monetize your blog
blogfoster offers a web app for bloggers to support every single aspect of blogging. Based in Berlin, in the heart of Germany’s blogosphere, they provide a sophisticated analytics tool in order to receive better insights about the blog readers. With blogfoster-ranking ...",http://blogfoster.com
"
Liberio
","
 Simple eBook creation and one-click publishing for everyone.
Liberio is the easiest way to create and publish high quality eBooks for everyone. No more complicated software and failing ePub exports. Liberio enables everyone to publish books, tell stories and share knowledge through eBooks for free. We're redefining how the ...",http://liber.io
"
lucrato
","
 Cart-based comparison shopping for drugstore products
We help consumers do their drugstore shopping always at the best price.
1. User fills her cart based on the combined assortment of all connected retailers
2. Bars on top of the page indicate total cost of your current product selection at all retailers in real-time
3. ...",http://www.lucrato.com
"
UnlockYourBrain
","
 Effortless microlearning
UnlockYourBrain is the most convenient and effective way to learn anything. Busy schedules make learning hard - UnlockYourBrain makes it easy by integrating bite-sized learning into your everyday life.
Product:
Our first product is an Android app that places a ...",http://unlockyourbrain.com
